name,artists,popularity,danceability,valence,energy,explicit,key,liveness,loudness,speechiness,tempo
"Bet Ya Man Can't (Triz) [feat. Big Punisher, Cuban Link & Triple Seis]","['Fat Joe', 'Big Pun', 'Cuban Link', 'Triple Seis']",36,0.907,0.529,0.762,1,2,0.727,-5.275,0.38,94.875
Yeh Ladka Hai Deewana,"['Udit Narayan', 'Alka Yagnik']",48,0.516,0.711,0.757,0,2,0.3670000000000001,-9.404,0.0551,124.061
Fisticuffs,['Primus'],35,0.568,0.716,0.54,0,1,0.101,-10.679,0.0371,139.75799999999998
With Or Without You,['U2'],48,0.546,0.106,0.485,0,2,0.0939,-9.424,0.027000000000000003,109.913
Mètché Dershé (When Am I Going to Reach There?),['Mulatu Astatke'],38,0.632,0.383,0.513,0,7,0.215,-8.922,0.0351,126.359
I Can't Wait,['Hepcat'],38,0.82,0.961,0.63,0,9,0.0462,-6.629,0.0722,129.123
All Eyes on Me,['The Goo Goo Dolls'],36,0.322,0.16399999999999998,0.762,0,5,0.128,-6.9289999999999985,0.0373,135.593
Too Late Too Late,['Metallica'],32,0.458,0.327,0.989,0,1,0.0445,-3.439,0.0751,98.027
Watch Me,['Lorrie Morgan'],32,0.67,0.8079999999999999,0.606,0,5,0.0797,-10.314,0.0334,151.748
I Am,['Train'],34,0.5670000000000001,0.4320000000000001,0.5920000000000001,0,7,0.138,-7.517,0.0242,83.98
Life Uncommon,['Jewel'],36,0.633,0.378,0.368,0,9,0.115,-9.682,0.0245,96.664
Bandido De Amores,"['Antonio Aguilar Con Mariachi', 'Joan Sebastian']",40,0.518,0.65,0.509,0,10,0.315,-5.215,0.0316,95.637
Yègellé Tezeta (My Own Memory),['Mulatu Astatke'],38,0.8370000000000001,0.7659999999999999,0.27,0,3,0.107,-11.712,0.0403,125.506
That Buckin' Song,['Robert Earl Keen'],32,0.71,0.7170000000000001,0.452,0,4,0.097,-9.269,0.246,182.918
La Novia Del Pajarillo,['Los Pajaritos De Tacupa'],34,0.605,0.963,0.605,0,2,0.171,-5.239,0.0298,141.958
Mi Plegaria,['Grupo Lluvia'],40,0.561,0.691,0.44,0,2,0.258,-11.675,0.0308,105.627
Pride (In The Name Of Love),['U2'],45,0.454,0.727,0.879,0,4,0.794,-5.44,0.0305,105.859
Wish I Didn't Know Now,['Toby Keith'],32,0.7709999999999999,0.807,0.797,0,7,0.306,-5.734,0.0357,116.948
I'm Not Afraid To Die,['Gillian Welch'],34,0.375,0.24,0.225,0,9,0.0973,-12.978,0.0361,177.38099999999997
Caught In A Jar,['Dropkick Murphys'],38,0.496,0.629,0.865,0,0,0.425,-4.266,0.0311,127.789
Dime Que No,['Ricardo Arjona'],47,0.536,0.289,0.64,0,0,0.0948,-5.862,0.0368,142.483
Toledo,"['Elvis Costello', 'Burt Bacharach']",41,0.735,0.417,0.304,0,2,0.0648,-11.101,0.0276,104.561
Duele,['Elida Reyna'],31,0.5489999999999999,0.493,0.3670000000000001,0,0,0.217,-6.131,0.0326,124.352
Love You Down,['Ready For The World'],31,0.672,0.242,0.28,0,7,0.0713,-14.140999999999998,0.0441,130.201
Porque Tengo Ganas,['Marisela'],42,0.624,0.402,0.218,0,4,0.0923,-17.816,0.0356,133.894
Gitano Soy,['Gipsy Kings'],31,0.544,0.498,0.534,0,6,0.118,-11.223,0.0314,84.51899999999998
Poets,['The Tragically Hip'],47,0.605,0.8420000000000001,0.813,0,0,0.0749,-6.7429999999999986,0.0315,119.397
Spoon,['Dave Matthews Band'],32,0.329,0.115,0.407,0,4,0.13,-10.557,0.0588,171.828
Por Una Mujer Bonita,['Miguel Y Miguel'],37,0.505,0.503,0.312,0,2,0.207,-11.125,0.0422,168.32299999999995
O O Jaane Jaana,['Kamaal Khan'],51,0.7809999999999999,0.7979999999999999,0.7659999999999999,0,7,0.121,-8.728,0.0564,106.193
Who Stole The Cookies?,['Music For Little People Choir'],35,0.594,0.6629999999999999,0.258,0,2,0.12,-18.513,0.349,81.26100000000002
Short Trip Home,"['Edgar Meyer', 'Mike Marshall', 'Sam Bush', 'Joshua Bell']",33,0.361,0.317,0.0969,0,2,0.0941,-20.289,0.0382,100.284
Super Bowl Sundae,['Ozomatli'],31,0.637,0.629,0.779,0,4,0.46,-8.68,0.292,188.158
Take These Chains From My Heart,['Hank Williams'],34,0.7070000000000001,0.7090000000000001,0.228,0,2,0.103,-11.527,0.0311,130.349
"Well, Alright",['CeCe Winans'],33,0.782,0.579,0.733,0,4,0.691,-5.675,0.0614,91.036
BREAK IN2 THE NITE - DAve Rodgers Remix,['m.o.v.e'],41,0.562,0.6859999999999999,0.916,0,0,0.311,-3.717,0.0359,142.059
"The Hard-Knock Life (Annie, Orphans: Pepper, Duffy, July, Kate, Tessie, Molly) - Voice","['Charles Strouse', 'Alicia Morton', 'Marissa Rago', 'Danelle Wilson']",38,0.7959999999999999,0.474,0.39,0,1,0.135,-7.567,0.0482,77.931
Addicted,['Sisqo'],36,0.643,0.518,0.475,1,1,0.0463,-6.159,0.0506,75.999
Jane Says,"[""Jane's Addiction""]",35,0.402,0.496,0.597,0,2,0.109,-9.258,0.0327,81.806
Mar y Espuma,['Acapulco Tropical'],44,0.735,0.906,0.385,0,2,0.0781,-8.276,0.0426,109.027
Fuck Tha World,['Lil Wayne'],34,0.561,0.78,0.763,1,8,0.0622,-6.3279999999999985,0.322,82.15799999999999
If You're Not Here (By My Side),['Menudo'],50,0.294,0.21600000000000005,0.4370000000000001,0,5,0.277,-6.358,0.0266,145.222
Que Nos Entierren Juntos,['Grupo Miramar'],39,0.703,0.877,0.645,0,7,0.0663,-7.712999999999999,0.0268,104.568
Stop Breaking Down,['The White Stripes'],39,0.328,0.544,0.955,0,4,0.382,-3.048,0.133,93.456
A Christmas To Remember,['Amy Grant'],35,0.485,0.345,0.711,0,5,0.085,-5.653,0.0305,81.045
Trition,['RUMBLE Syndicate'],33,0.51,0.6859999999999999,0.858,0,2,0.0592,-5.604,0.0551,150.013
The Thing That Should Not Be - Live with the SFSO,['Metallica'],34,0.263,0.18,0.914,0,3,0.379,-5.474,0.0593,112.99
Yoo Hoo,['Imperial Teen'],34,0.594,0.8740000000000001,0.8320000000000001,0,3,0.124,-5.106,0.0394,103.521
Jar Jar's Introduction and the Swim to Otoh Gunga,"['John Williams', 'London Symphony Orchestra']",38,0.198,0.0394,0.052000000000000005,0,0,0.08800000000000001,-25.782,0.0334,91.315
Headwires,['Foo Fighters'],41,0.59,0.478,0.8909999999999999,0,2,0.075,-4.2330000000000005,0.0422,129.835
Shipbuilding - Remastered in 1998,['Robert Wyatt'],34,0.507,0.117,0.332,0,0,0.308,-11.216,0.0381,143.458
Tu Mal Amor,['Grupo Laberinto'],37,0.728,0.964,0.365,0,5,0.0589,-7.871,0.0547,108.97
Extrana Manera,['Los Tiranos Del Norte'],39,0.552,0.856,0.496,0,0,0.0602,-10.41,0.0603,154.496
You And Me,['The Cranberries'],47,0.496,0.6629999999999999,0.7490000000000001,0,0,0.218,-7.0420000000000025,0.0278,96.15
Rudolph The Red-Nosed Reindeer,['George Strait'],36,0.7190000000000001,0.715,0.411,0,9,0.108,-11.423,0.0357,136.829
Wave Motion Gun,['Marcy Playground'],35,0.6859999999999999,0.74,0.71,0,4,0.382,-5.0939999999999985,0.0365,112.203
If You Want Me To,['Ginny Owens'],33,0.387,0.166,0.281,0,9,0.14300000000000002,-13.411,0.0352,124.056
When the Heartache Is Over,['Tina Turner'],49,0.688,0.43,0.772,0,5,0.073,-6.276,0.0291,114.975
Survivor - #1's Edit,"[""Destiny's Child""]",37,0.501,0.701,0.902,0,6,0.213,-2.263,0.403,160.982
Cassius 1999 (Radio Edit),['Cassius'],51,0.8170000000000001,0.77,0.812,0,9,0.0589,-9.073,0.28800000000000003,127.073
Soda Pop,['Britney Spears'],40,0.7140000000000001,0.919,0.852,0,8,0.285,-6.57,0.0565,92.016
Groundation Chant,"['Groundation', 'Harrison Stafford']",48,0.789,0.669,0.325,0,0,0.0845,-14.291,0.0601,136.346
So Sad (To Watch Good Love Go Bad) [feat. Connie Smith],"['John Prine', 'Connie Smith']",36,0.618,0.403,0.303,0,9,0.0899,-12.19,0.0343,109.775
Prove to You,['Chevelle'],35,0.412,0.312,0.769,0,5,0.434,-6.229,0.0416,129.708
Do You Hear What I Hear,['Perry Como'],36,0.391,0.329,0.281,0,7,0.161,-12.985,0.0287,107.076
The Decline,['NOFX'],41,0.299,0.262,0.954,0,9,0.685,-5.7879999999999985,0.122,104.196
Wrong Way,['Creed'],36,0.361,0.335,0.7509999999999999,0,9,0.205,-6.053,0.0265,143.299
The City,['Dismemberment Plan'],36,0.47,0.206,0.8490000000000001,0,1,0.106,-5.558,0.0352,130.588
El Disgusto,['Los Relampagos Del Norte'],37,0.768,0.8059999999999999,0.35,0,8,0.212,-12.087,0.0621,102.784
Ileso,['Control Machete'],33,0.485,0.507,0.897,0,10,0.64,-8.372,0.494,89.363
When Love Came Down,['Point Of Grace'],34,0.486,0.18,0.403,0,5,0.295,-9.626,0.0306,114.093
Hunting Humans,['Misfits'],39,0.434,0.16899999999999998,0.992,0,10,0.11,-4.6110000000000015,0.123,113.499
Run To The Water,['Live'],49,0.151,0.287,0.8540000000000001,0,8,0.0878,-4.508,0.052000000000000005,181.264
My Name Is - Instrumental,['Eminem'],41,0.797,0.398,0.4270000000000001,0,0,0.0699,-6.799,0.133,171.05599999999995
Mi Casa,"['Method Man', 'Redman']",41,0.83,0.767,0.741,1,7,0.109,-4.802,0.35100000000000003,94.863
Less Teeth More Tits,['Lunachicks'],37,0.307,0.727,0.928,1,0,0.522,-3.846,0.113,160.578
Sexual (Li Da Di) - Thunderpuss Remix,"['Amber', 'Thunderpuss']",36,0.623,0.7859999999999999,0.898,0,4,0.138,-6.604,0.0309,130.993
Wake up Everybody (feat. Teddy Pendergrass),"['Harold Melvin & The Blue Notes', 'Teddy Pendergrass']",36,0.503,0.481,0.552,0,6,0.16,-10.073,0.0888,96.384
Sunshine,['Gabrielle'],35,0.682,0.645,0.633,0,9,0.0658,-5.767,0.0233,93.495
Climb,"['Mos Def', 'Vinia Mojica']",38,0.391,0.5820000000000001,0.5660000000000001,1,8,0.122,-10.106,0.182,86.91
Roman Iriarte,['La Arrolladora Banda El Limón De Rene Camacho'],39,0.594,0.975,0.585,0,10,0.313,-4.893,0.0284,106.12
Pobreza Fatal,['Grupo Miramar'],39,0.626,0.833,0.5479999999999999,0,9,0.0474,-11.011,0.0255,106.721
Snoopy Track,"['JAY-Z', 'Juvenile']",35,0.7240000000000001,0.708,0.852,1,2,0.191,-6.568,0.391,171.19099999999997
Sallimleh Alayh,['Fairuz'],47,0.44,0.473,0.246,0,0,0.128,-12.949000000000002,0.03,81.21
See You In Hell,['Grim Reaper'],40,0.155,0.27,0.947,0,0,0.235,-5.735,0.0984,185.502
The High Council Meeting and Qui-Gon's Funeral,"['John Williams', 'London Symphony Orchestra']",37,0.077,0.0345,0.07200000000000001,0,6,0.113,-26.877,0.0396,76.569
Feeling for You,['Cassius'],51,0.828,0.73,0.769,0,6,0.184,-10.409,0.0828,133.055
"Destination Unknown - From ""Top Gun"" Original Soundtrack",['Marietta Waters'],43,0.595,0.524,0.664,0,4,0.11,-9.757,0.0487,140.797
Ironic - Live / Unplugged,['Alanis Morissette'],53,0.279,0.218,0.618,0,11,0.7809999999999999,-8.812999999999997,0.0597,167.84099999999995
The Antipop,['Primus'],34,0.659,0.349,0.948,0,4,0.0709,-5.7929999999999975,0.166,127.078
Paper Sun,['Def Leppard'],39,0.327,0.3670000000000001,0.86,0,0,0.102,-5.2620000000000005,0.0372,178.016
The Prayer Position,['AFI'],35,0.421,0.179,0.951,0,9,0.0629,-6.0,0.136,121.546
Bang Bang (My Baby Shot Me Down) - Single Version,['Cher'],42,0.418,0.878,0.383,0,7,0.212,-12.789,0.0294,167.049
Bad Light,['Built To Spill'],34,0.506,0.209,0.764,0,2,0.196,-7.311,0.0257,92.342
Please,['Nine Inch Nails'],37,0.728,0.5770000000000001,0.731,0,4,0.297,-3.908,0.0311,119.987
Let Me Be The One,['Exposé'],34,0.659,0.887,0.754,0,1,0.289,-9.082,0.0396,105.409
Out of the Blue,['Michael Learns To Rock'],53,0.604,0.381,0.475,0,11,0.0987,-6.813,0.0232,80.08800000000002
King of the Hill Theme,['The Refreshments'],35,0.474,0.35,0.8759999999999999,0,11,0.262,-6.096,0.0689,143.467
Rent,"['Anthony Rapp', 'Adam Pascal', 'Daphne Rubin-Vega', 'Jesse L. Martin', 'Wilson Jermaine Heredia', 'Idina Menzel', 'Fredi Walker', 'Taye Diggs']",35,0.444,0.508,0.732,0,7,0.7559999999999999,-7.049,0.117,177.257
We Could (feat. Iris DeMent),"['John Prine', 'Iris DeMent']",35,0.6559999999999999,0.422,0.233,0,9,0.174,-12.873,0.0298,127.55
I Want to Know You,['Sonicflood'],35,0.317,0.534,0.785,0,8,0.44,-6.5760000000000005,0.136,74.857
Seven,['David Bowie'],45,0.6579999999999999,0.33,0.474,0,0,0.135,-7.997000000000001,0.0268,108.486
Rumble Fish,['Sevendust'],35,0.632,0.312,0.972,0,7,0.0497,-4.497,0.101,110.998
He Sabido,['Los Caminantes'],38,0.502,0.6890000000000001,0.607,0,0,0.14400000000000002,-7.231,0.0621,185.145
Liquid Silk,['Marina Raye'],39,0.277,0.394,0.185,0,6,0.35100000000000003,-19.279,0.0366,79.817
Bocanada,['Gustavo Cerati'],54,0.466,0.373,0.575,0,11,0.199,-9.85,0.0369,127.533
Forgot About Dre - Instrumental,"['Dr. Dre', 'Eminem']",43,0.795,0.638,0.745,0,3,0.105,-2.7880000000000003,0.054000000000000006,133.92700000000002
West End,['Steve Oliver'],38,0.705,0.6629999999999999,0.7140000000000001,0,5,0.032,-6.629,0.0323,104.159
How Can I Love U 2Nite,['Sisqo'],35,0.6459999999999999,0.534,0.619,1,5,0.189,-8.349,0.0317,114.605
You've Got A Friend In Me (Wheezy's Version),['Robert Goulet'],37,0.583,0.7290000000000001,0.501,0,9,0.125,-9.331,0.0355,132.502
Primavera,['Santana'],40,0.665,0.918,0.76,0,2,0.146,-5.433,0.0263,129.92600000000002
The Spark That Bled - 2017 Remaster,['The Flaming Lips'],37,0.287,0.202,0.5539999999999999,0,9,0.111,-11.611,0.039,130.38299999999998
It's a Cheating Situation (feat. Dolores Keane),"['John Prine', 'Dolores Keane']",35,0.622,0.424,0.253,0,5,0.122,-14.271,0.0282,81.196
Things That U Do,"['JAY-Z', 'Mariah Carey']",35,0.7070000000000001,0.6829999999999999,0.841,1,8,0.0963,-4.837,0.241,83.005
M.I.A.,['Foo Fighters'],41,0.45,0.224,0.804,0,2,0.366,-4.0760000000000005,0.034,97.107
Rock N Roll,['Mos Def'],38,0.731,0.659,0.846,1,11,0.5770000000000001,-5.891,0.258,96.943
Otsegolation,['Static-X'],36,0.5660000000000001,0.3,0.97,0,4,0.103,-4.967,0.0778,130.0
Adrenaline!,"['The Roots', 'Dice Raw', 'Beanie Sigel']",38,0.831,0.8640000000000001,0.708,1,11,0.508,-6.796,0.35200000000000004,102.199
Fucked Reality,['Choking Victim'],35,0.402,0.1,0.995,0,6,0.172,-1.344,0.141,103.893
Memory Gospel (B-Sides),['Moby'],34,0.252,0.0749,0.364,0,2,0.621,-11.373,0.0277,96.579
What I Need to Do,['Kenny Chesney'],33,0.5920000000000001,0.251,0.433,0,8,0.107,-10.108,0.0381,154.249
Captain Badass,['Songs: Ohia'],42,0.6729999999999999,0.634,0.381,0,8,0.0818,-9.52,0.041,123.784
What's The Difference - Instrumental,['Dr. Dre'],43,0.764,0.927,0.5660000000000001,0,11,0.0698,-1.595,0.0484,91.901
Quise Olvidar,['Ana Bárbara'],44,0.845,0.521,0.528,0,6,0.066,-8.568999999999999,0.034,109.951
Space Oddity - Live,['Natalie Merchant'],42,0.35200000000000004,0.16,0.529,0,0,0.728,-8.479,0.0365,131.005
Award Tour,['A Tribe Called Quest'],37,0.8140000000000001,0.505,0.695,0,6,0.161,-6.561,0.237,97.182
Nosotros Tambien Podemos,['Los Tiranos Del Norte'],36,0.6729999999999999,0.968,0.742,0,9,0.552,-11.14,0.0524,153.531
La Carta,['Sensacion Latina'],43,0.5479999999999999,0.695,0.494,0,9,0.156,-8.344,0.16699999999999998,140.684
Living Hell,['Misfits'],39,0.416,0.0859,0.991,0,1,0.079,-5.626,0.15,128.274
Strength Through Wounding,['AFI'],35,0.32299999999999995,0.4920000000000001,0.922,0,11,0.527,-7.731,0.0488,139.819
Let's Invite Them Over (feat. Iris DeMent),"['John Prine', 'Iris DeMent']",35,0.6609999999999999,0.4970000000000001,0.188,0,0,0.119,-11.711,0.0289,102.985
Reggea Rústico,['Cultura Profética'],42,0.7979999999999999,0.843,0.677,0,11,0.0769,-6.0420000000000025,0.0281,128.765
(Da Le) Yaleo,['Santana'],40,0.441,0.8440000000000001,0.96,0,4,0.409,-5.155,0.0683,126.709
Happy 'Cause I'm Goin' Home,['Charles Earland'],39,0.484,0.635,0.865,0,2,0.253,-7.866,0.0488,167.523
Gonna Make You Sweat (Everybody Dance Now) (feat. Freedom Williams),"['C & C Music Factory', 'Freedom Williams']",43,0.564,0.7709999999999999,0.7759999999999999,0,6,0.157,-9.778,0.0851,113.532
Just Don't Give A Fuck - Instrumental,['Eminem'],41,0.642,0.54,0.585,0,4,0.208,-6.551,0.0568,85.419
Emit Remmus,['Red Hot Chili Peppers'],43,0.354,0.526,0.964,0,5,0.326,-1.822,0.0973,113.079
Marieta,['Ibrahim Ferrer'],46,0.5920000000000001,0.713,0.545,0,9,0.155,-7.091,0.0746,79.07300000000002
Niggas - 2005 Remaster,['The Notorious B.I.G.'],41,0.732,0.531,0.922,1,10,0.914,-3.403,0.502,93.784
The Inevitable Return Of The Great White Dope,['Bloodhound Gang'],41,0.773,0.6940000000000001,0.6890000000000001,0,0,0.588,-5.52,0.0695,99.995
When I Look Into Your Holiness,['Maranatha! Music'],44,0.391,0.336,0.168,0,0,0.0815,-16.833,0.0271,80.045
Also Sprach Zarathustra Op.30: Einleitung (Opening),"['Richard Strauss', 'London Philharmonic Orchestra', 'Klaus Tennstedt']",47,0.157,0.0348,0.175,0,0,0.117,-18.829,0.0375,81.92399999999998
A Chicken With Its Head Cut Off,['The Magnetic Fields'],38,0.736,0.87,0.8540000000000001,0,0,0.113,-7.877999999999999,0.0629,138.493
It Ain't My Fault 2,"['Silkk The Shocker', 'Mystikal']",33,0.807,0.443,0.6809999999999999,1,9,0.35100000000000003,-4.799,0.28300000000000003,89.969
Savior,['Red Hot Chili Peppers'],43,0.241,0.2,0.8240000000000001,0,0,0.0955,-2.785,0.0479,83.663
My Darling,['Wilco'],37,0.452,0.281,0.589,0,9,0.0928,-7.852,0.025,69.226
Paradise,['Norman Brown'],36,0.617,0.445,0.534,0,9,0.0599,-9.086,0.0292,153.914
Waitin' for a Superman - Mokran Mix; 2017 Remaster,"['The Flaming Lips', 'Peter Mokran']",37,0.371,0.422,0.688,0,5,0.529,-7.805,0.0349,170.111
Tear It Off,"['Method Man', 'Redman']",39,0.616,0.8190000000000001,0.6759999999999999,1,11,0.181,-7.606,0.49,202.354
Rebel Music,"['Bob Marley & The Wailers', 'Krayzie Bone']",40,0.758,0.627,0.544,0,6,0.243,-5.9289999999999985,0.073,152.436
Chand Chhupa Badal Mein,"['Udit Narayan', 'Alka Yagnik']",55,0.402,0.463,0.61,0,11,0.109,-9.509,0.141,86.24799999999998
Dubuque,['George Winston'],34,0.502,0.495,0.223,0,3,0.12,-18.545,0.0568,81.83
Ojitos Verdes,['Dueto Las Palomas'],36,0.705,0.672,0.391,0,7,0.104,-9.234,0.0418,122.985
"Requiem in D Minor, K. 626: 1. Introitus: Requiem - Live","['Wolfgang Amadeus Mozart', 'Karita Mattila', 'Berliner Philharmoniker', 'Claudio Abbado', 'Swedish Radio Choir', 'Kay Johannsen']",46,0.2,0.0634,0.194,0,7,0.362,-18.541,0.0364,95.47
Wide Open,['Mac Mall'],33,0.522,0.754,0.8220000000000001,0,9,0.7759999999999999,-4.464,0.322,176.204
Medley: Just A Gigolo/I Ain't Got Nobody - Remastered,"['Louis Prima', 'The Witnesses']",42,0.535,0.742,0.406,0,8,0.0585,-11.779000000000002,0.105,124.577
Ain't Got Time to Waste,"['Aim', 'YZ']",47,0.902,0.426,0.552,0,9,0.0705,-7.957999999999997,0.16,100.911
The Rain,['Joe Hisaishi'],42,0.374,0.104,0.179,0,9,0.152,-17.842,0.0385,76.532
Rise,"['Guerilla Maab', 'Z-Ro', 'Trae Tha Truth', 'Dougie D', 'Peaches']",33,0.906,0.542,0.607,1,8,0.196,-8.589,0.146,129.989
I Wish I Was A Girl,['Counting Crows'],37,0.482,0.401,0.7879999999999999,0,4,0.14400000000000002,-5.351,0.0367,83.978
Under A Violet Moon,"[""Blackmore's Night""]",44,0.606,0.654,0.662,0,0,0.0989,-7.947,0.0268,85.521
If You Leave (feat. Next),"[""Destiny's Child"", 'Next']",36,0.687,0.821,0.7070000000000001,0,6,0.113,-5.691,0.222,127.81
Cándido Rodríguez,['Grupo Laberinto'],36,0.481,0.95,0.411,0,7,0.277,-9.024,0.0535,198.403
Merry F**king Christmas,"['Mr. Garrison, The 3rd Grade Teacher']",38,0.607,0.82,0.568,1,0,0.203,-8.263,0.152,152.467
Light My Candle,"['Daphne Rubin-Vega', 'Anthony Rapp']",35,0.857,0.6779999999999999,0.42,0,0,0.0767,-9.824,0.0419,131.83
Milwaukee Here I Come (feat. Melba Montgomery),"['John Prine', 'Melba Montgomery']",35,0.598,0.8290000000000001,0.446,0,2,0.0956,-11.292,0.0318,196.409
Habitat,['Mos Def'],38,0.797,0.923,0.716,1,8,0.0882,-7.547999999999999,0.156,96.252
Ralome,"['Plaid', 'Benet Walsh']",44,0.525,0.267,0.138,0,5,0.105,-23.333,0.0433,161.957
Nocturne,"['Alexander Borodin', 'Julian Lloyd Webber', 'Royal Philharmonic Orchestra', 'James Judd']",44,0.134,0.0989,0.104,0,9,0.331,-26.546,0.0613,81.295
Just Don't Give A Fuck - A Cappella,['Eminem'],40,0.634,0.8140000000000001,0.476,1,7,0.135,-9.517,0.556,81.315
"Moves Like an Ape, Looks Like a Man","['Mark Mancina', 'Phil Collins']",40,0.226,0.0977,0.127,0,10,0.126,-19.879,0.0399,183.773
La Gallinita,"[""Los Donny's De Guerrero""]",35,0.8340000000000001,0.804,0.547,0,7,0.0314,-8.163,0.0912,117.618
Loose Talk (feat. Connie Smith),"['John Prine', 'Connie Smith']",35,0.555,0.888,0.442,0,0,0.0665,-10.767,0.0305,188.765
Amigos si,['Grupo Mojado'],37,0.488,0.331,0.586,0,6,0.249,-9.29,0.0373,152.74200000000005
There's a Light,['Bushy'],33,0.7340000000000001,0.505,0.495,0,1,0.127,-11.024,0.0377,92.02
Looking Forward,"['Crosby, Stills, Nash & Young']",38,0.494,0.374,0.27,0,7,0.117,-14.628,0.028,165.97299999999996
Battery - Live with the SFSO,['Metallica'],34,0.239,0.125,0.976,0,11,0.954,-5.29,0.344,96.485
'Ūlili E,"['Dennis Kamakahi', 'David Kamakahi']",36,0.38,0.835,0.388,0,0,0.108,-13.554,0.0404,175.083
Andale,['Grupo Tentacion'],36,0.672,0.8370000000000001,0.732,0,9,0.329,-8.978,0.0577,79.87100000000002
Fix,['Static-X'],36,0.632,0.455,0.972,1,5,0.153,-3.972,0.0934,130.083
The Trance Is the Motion,['Static-X'],35,0.4920000000000001,0.0981,0.889,1,0,0.119,-6.653,0.0445,160.1
"Oh, Marie - Remastered 1999",['Louis Prima'],37,0.654,0.84,0.622,0,0,0.0941,-11.356,0.0552,111.658
When Two Worlds Collide (feat. Trisha Yearwood),"['John Prine', 'Trisha Yearwood']",35,0.691,0.488,0.195,0,9,0.349,-12.237,0.027000000000000003,97.61
Sweep Over My Soul,['Luciano'],39,0.62,0.73,0.7,0,0,0.0978,-7.2,0.0607,143.716
"Dangerous MC's (feat. Mark Curry, Snoop Dogg & Busta Rhymes) - 2005 Remaster","['The Notorious B.I.G.', 'Mark Curry', 'Snoop Dogg', 'Busta Rhymes']",41,0.797,0.8440000000000001,0.885,1,8,0.664,-4.19,0.361,91.967
"Sunrise, Sunset",['Bright Eyes'],36,0.313,0.237,0.505,0,4,0.0843,-9.406,0.0747,167.352
Easy Tonight,['Five For Fighting'],40,0.47,0.24,0.6779999999999999,0,4,0.204,-8.017999999999999,0.0587,84.84299999999998
I Want Us Back,['Craig Morgan'],35,0.579,0.257,0.301,0,3,0.116,-9.014,0.0249,75.749
Superboy & Supergirl,['Tullycraft'],44,0.4970000000000001,0.6,0.5479999999999999,0,0,0.119,-12.384,0.0669,137.224
Los Sonidos del Silencio,['Zariz'],48,0.7909999999999999,0.706,0.278,0,5,0.0852,-13.606,0.0348,100.066
Sleepwalk Capsules,['At The Drive In'],35,0.305,0.29,0.994,0,7,0.35200000000000004,-2.593,0.199,163.02100000000004
Something Vague,['Bright Eyes'],36,0.393,0.174,0.466,0,0,0.0897,-8.162,0.0331,136.939
Selfish Man,['Flogging Molly'],38,0.466,0.875,0.962,0,7,0.0969,-5.416,0.0614,134.166
What's My Age Again? - Live/1999,['blink-182'],40,0.34,0.411,0.957,1,8,0.326,-5.525,0.207,168.16099999999997
Balance Beam,['Blue October'],35,0.57,0.752,0.879,0,7,0.129,-6.449,0.0379,100.291
Reasons Why,['Nickel Creek'],34,0.677,0.29600000000000004,0.117,0,1,0.0759,-16.104,0.0421,150.852
Southern Hospitality,"['Ludacris', 'Pharrell Williams']",34,0.618,0.629,0.892,0,0,0.0846,-4.774,0.252,94.954
Remember Me,['Mark Schultz'],35,0.21,0.165,0.23,0,1,0.119,-8.987,0.0305,79.453
El Alem Allah,['Amr Diab'],49,0.721,0.7709999999999999,0.799,0,3,0.366,-7.997999999999997,0.0392,107.886
Viajero,['Banda Bostik'],46,0.547,0.654,0.863,0,4,0.0527,-7.75,0.13,147.907
Toilet Tisha,['OutKast'],37,0.524,0.826,0.547,0,1,0.0433,-8.288,0.0403,54.66
Going Away To College - Live/1999,['blink-182'],39,0.391,0.503,0.932,1,11,0.948,-4.828,0.126,119.918
Domingo Corrales,['Banda La Costeña'],33,0.637,0.975,0.473,0,0,0.341,-4.801,0.0446,134.55
Bullet Ride,['In Flames'],46,0.479,0.375,0.892,0,0,0.314,-5.4220000000000015,0.0819,92.039
Upgrade (A Baymar College College),"['Deltron 3030', 'Del The Funky Homosapien', 'Dan The Automator', 'Kid Koala']",36,0.442,0.606,0.472,0,10,0.124,-11.576,0.292,88.929
"Grinch Schedule - From ""Dr. Seuss' How The Grinch Stole Christmas"" Soundtrack",['Jim Carrey'],34,0.767,0.0711,0.562,0,4,0.234,-14.952,0.643,106.96
On The Roof Again,['Eve 6'],35,0.603,0.7959999999999999,0.915,1,2,0.363,-4.8660000000000005,0.0486,124.129
Con Manos Vacias,['Jesús Adrián Romero'],44,0.507,0.0781,0.354,0,3,0.85,-11.205,0.0256,101.698
The 6th Gate (Dance With the Devil) - Original Extended,['D-Devils'],49,0.8009999999999999,0.153,0.911,0,4,0.113,-5.4979999999999976,0.092,138.81
Stutter,['Joe'],37,0.615,0.611,0.535,0,9,0.095,-7.99,0.0502,87.042
Keep My Name out Yo Mouth,"['Big Pokey', 'Mike D', 'Will Lean', 'Mafia Mike', 'Chris Ward']",33,0.659,0.635,0.7140000000000001,1,8,0.191,-6.5539999999999985,0.3720000000000001,143.988
Saw A Gangsta Cry,['Andre Nickatina'],34,0.731,0.7,0.523,1,0,0.0643,-8.333,0.383,120.992
I Get A Kick Out Of You - Remastered,['Frank Sinatra'],42,0.453,0.617,0.233,0,10,0.118,-13.106,0.0331,143.745
